left_lat,left_long,left_elev,right_lat,right_long,right_elev
50.3796517112459,2.2985903393481246,121,50.37954467705787,2.2985035737135013,119
50.37965589086019,2.2986051447084743,121,50.37954862234784,2.29851751325402,119
50.37966007053721,2.298619950012489,121,50.37955256759006,2.298531452828035,119
50.37966425027897,2.2986347552586444,121,50.37955651277606,2.298545392441449,119
50.37966843008745,2.298649560445412,121,50.37956045789732,2.298559332100165,119
50.37967260996467,2.298664365571265,121,50.37956440294537,2.298573271810088,119
50.37967678991264,2.298679170634678,121,50.37956834791168,2.29858721157712,119
50.37968096993336,2.298693975634123,121,50.379572292787735,2.2986011514071647,119
50.379685150028806,2.2987087805680746,121,50.37957623756508,2.2986150913061247,119
50.379689330201,2.298723585435005,121,50.37958018223516,2.298629031279905,119
50.37969351045194,2.2987383902333898,121,50.37958412678949,2.298642971334407,121
50.37969769078365,2.2987531949616997,121,50.37958807121959,2.2986569114755357,121
50.37970187119807,2.2987679996184083,121,50.37959201551693,2.2986708517091934,121
50.37970605169727,2.298782804201992,121,50.37959595967303,2.2986847920412834,121
50.3797102322832,2.29879760871092,121,50.37959990367938,2.2986987324777104,121
50.37971441295792,2.2988124131436694,121,50.37960384752746,2.298712673024376,121
50.37971859372337,2.2988272174987103,121,50.3796077912088,2.2987266136871845,121
50.37972277458158,2.298842021774518,121,50.37961173471487,2.298740554472038,121
50.37972695553455,2.298856825969566,121,50.37961567803717,2.298754495384841,121
50.37973113658428,2.298871630082326,121,50.37961962116724,2.298768436431497,121
50.37973531773277,2.2988864341112727,121,50.3796235640965,2.2987823776179086,121
50.379739498982026,2.29890123805488,121,50.379627506816526,2.29879631894998,121
50.37974368033405,2.29891604191162,121,50.379631449318765,2.2988102604336134,121
50.37974786179083,2.2989308456799664,121,50.37963539159474,2.2988242020747123,121
50.3797520433544,2.298945649358393,121,50.37963933363593,2.298838143879181,121
50.37975622502671,2.298960452945372,121,50.37964327543386,2.298852085852922,121
50.37976040680982,2.298975256439378,121,50.37964721697998,2.2988660280018385,121
50.3797645887057,2.298990059838885,121,50.37965115826586,2.2988799703318348,121
50.37976877071633,2.2990048631423647,121,50.37965509928293,2.298893912848813,121
50.379772952843766,2.2990196663482907,121,50.37965904002272,2.298907855558677,121
50.37977713508995,2.299034469455137,121,50.37966298047674,2.298921798467332,121
50.37978131745693,2.2990492724613767,121,50.37966692063645,2.298935741580677,121
50.37978549994668,2.2990640753654827,121,50.37967086049338,2.29894968490462,121
50.37978968256122,2.2990788781659304,121,50.37967480003899,2.29896362844506,121
50.37979386530255,2.2990936808611897,121,50.379678739264826,2.298977572207904,121
50.37979804817267,2.299108483449737,121,50.37968267816237,2.298991516199052,121
50.37980223117357,2.299123285930044,121,50.37968661672311,2.2990054604244103,121
50.37980641430724,2.2991380883005847,121,50.37969055493852,2.2990194048898807,121
50.37981059757571,2.299152890559833,121,50.37969449280016,2.299033349601367,121
50.37981478098098,2.299167692706261,121,50.37969843029947,2.299047294564772,121
50.37981896452504,2.299182494738343,121,50.379702367428,2.299061239786,121
50.37982314820989,2.2991972966545515,121,50.37970630417718,2.299075185270953,121
50.37982733203754,2.29921209845336,121,50.37971024053858,2.299089131025536,121
