,left_long,left_lat,right_long,right_lat
0,4.654576391025625,50.30190835097028,4.6545088412471385,50.30202340301899
1,4.654561067316879,50.30190496222762,4.654492584266132,50.30201985657469
2,4.654545741412731,50.301901576886294,4.654476328350239,50.30201630912199
3,4.654530413369935,50.301898194871356,4.654460073429196,50.30201276073604
4,4.6545150832452515,50.30189481610786,4.654443819432737,50.302009211491956
5,4.654499751095433,50.30189144052086,4.654427566290596,50.30200566146486
6,4.654484416977238,50.30188806803542,4.654411313932511,50.30200211072991
7,4.654469080947423,50.30188469857659,4.654395062288217,50.30199855936221
8,4.654453743062745,50.301881332069456,4.654378811287452,50.301995007436915
9,4.654438403379959,50.30187796843904,4.654362560859946,50.30199145502912
10,4.654423061955825,50.30187460761042,4.654346310935439,50.30198790221398
11,4.6544077188470965,50.30187124950866,4.6543300614436625,50.301984349066615
12,4.6543923741105315,50.30186789405878,4.654313812314358,50.30198079566216
13,4.654377027802886,50.30186454118589,4.654297563477256,50.30197724207576
14,4.654361679980917,50.301861190815025,4.654281314862093,50.301973688382496
15,4.654346330701382,50.30185784287124,4.654265066398605,50.301970134657545
16,4.6543309800210375,50.30185449727961,4.654248818016528,50.30196658097601
17,4.654315627996637,50.30185115396515,4.654232569645598,50.301963027413045
18,4.654300274684942,50.30184781285298,4.654216321215547,50.30195947404376
19,4.654284920142707,50.301844473868094,4.654200072656114,50.301955920943286
20,4.654269564426685,50.3018411369356,4.654183823897035,50.301952368186754
21,4.65425420759364,50.30183780198054,4.654167574868043,50.3019488158493
22,4.654238849700324,50.301834468927964,4.654151325498875,50.301945264006065
23,4.654223490803493,50.30183113770292,4.654135075719266,50.30194171273215
24,4.654208130959906,50.30182780823049,4.654118825458951,50.3019381621027
25,4.65419277022632,50.301824480435755,4.654102574647668,50.30193461219285
26,4.654177408659488,50.301821154243704,4.654086323215148,50.301931063077724
27,4.65416204631617,50.301817829579434,4.654070071091131,50.30192751483244
28,4.654146683253121,50.301814506368,4.654053818205353,50.30192396753217
29,4.654131319527099,50.30181118453446,4.654037564487543,50.301920421251985
30,4.654115955194861,50.3018078640039,4.654021309867442,50.30191687606706
31,4.654100590313161,50.30180454470132,4.6540050542747835,50.30191333205249
32,4.6540852249387585,50.301801226551824,4.653988797639306,50.30190978928344
33,4.654069859128407,50.30179790948045,4.653972539890742,50.301906247835035
34,4.654054492938868,50.30179459341226,4.653956280958827,50.301902707782375
35,4.654039126426894,50.301791278272304,4.653940020773296,50.30189916920062
36,4.654023759649241,50.30178796398563,4.653923759263889,50.301895632164886
37,4.654008392662669,50.301784650477344,4.653907496360337,50.301892096750315
38,4.653993025523935,50.301781337672466,4.653891231992377,50.301888563032016
39,4.653977658289792,50.30177802549606,4.653874966089743,50.301885031085135
40,4.653962291016998,50.30177471387318,4.653858698582172,50.30188150098479
41,4.65394692376231,50.301771402728875,4.653842429399401,50.301877972806146
42,4.653931556582487,50.30176809198822,4.653826158471164,50.3018744466243
43,4.653916189534282,50.30176478157629,4.6538098857271955,50.30187092251439
44,4.653900822674453,50.30176147141808,4.653793611097233,50.30186740055155
45,4.653885456059757,50.301758161438705,4.65377733451101,50.301863880810906
