,left_long,left_lat,right_long,right_lat
1202,13.155035486476525,47.823222234837715,13.1552386722037,47.823072810454065
1203,13.155050382975476,47.82321749019147,13.155253390310662,47.82306829417825
1204,13.155065269999685,47.82321273160657,13.155268112423066,47.82306378392888
1205,13.155080148309851,47.823207960333356,13.15528283907943,47.823059280549096
1206,13.1550950186667,47.82320317762223,13.155297570818266,47.82305478488207
1207,13.15510988183094,47.823198384723575,13.155312308178077,47.823050297770926
1208,13.155124738563277,47.823193582887754,13.15532705169738,47.82304582005884
1209,13.155139589624424,47.82318877336515,13.155341801914693,47.82304135258898
1210,13.155154435775101,47.823183957406144,13.155356559368514,47.82303689620448
1211,13.155169277776007,47.82317913626113,13.15537132459736,47.82303245174849
1212,13.155184116387865,47.823174311180466,13.155386098139742,47.82302802006418
1213,13.15519895237154,47.82316948341479,13.155400880534168,47.82302360199473
1214,13.15521378771223,47.82316465601889,13.155415672263521,47.82301919829797
1215,13.155228628564405,47.82315983819148,13.155430472495079,47.82301480771565
1216,13.155243481969244,47.823155040437946,13.155445279060102,47.823010426941934
1217,13.155258354967907,47.823150273263664,13.155460089730175,47.8230060525795
1218,13.15527325460158,47.823145547174,13.15547490227686,47.82300168123107
1219,13.155288187911427,47.82314087267435,13.15548971447173,47.82299730949931
1220,13.155303161938626,47.82313626027011,13.155504524086357,47.822992933986946
1221,13.155318183518549,47.823131720153704,13.155519328892305,47.82298855129663
1222,13.155333252541658,47.82312725195555,13.15553412666115,47.822984158031076
1223,13.1553483604438,47.82312284244817,13.155548915164461,47.822979750792975
1224,13.155363498149425,47.82311847762637,13.155563692173809,47.82297532618499
1225,13.155378656582984,47.82311414348489,13.155578455460757,47.82297088080983
1226,13.155393826668917,47.82310982601845,13.15559320279689,47.82296641127016
1227,13.155408999331677,47.82310551122184,13.155607931958485,47.822961914175856
1228,13.15542416653848,47.82310118670699,13.155622642232247,47.822957388434304
1229,13.155439326140572,47.823096849211026,13.155637336567876,47.82295283852477
1230,13.155454478051011,47.82309249866868,13.155652018459557,47.82294826975477
1231,13.155469622185079,47.82308813501813,13.155666691401471,47.8229436874318
1232,13.155484758458051,47.82308375819752,13.155681358887811,47.822939096863365
1233,13.155499886785199,47.823079368145024,13.15569602441276,47.822934503357004
1234,13.155515007081808,47.82307496479879,13.155710691470508,47.8229299122202
1235,13.155530119263151,47.823070548096965,13.155725363555229,47.822925328760476
1236,13.155545223244502,47.823066117977746,13.155740044161119,47.82292075828535
1237,13.155560318941145,47.82306167437929,13.15575473678236,47.82291620610234
1238,13.15557540626835,47.82305721723973,13.155769444913137,47.822911677518974
1239,13.155590485141397,47.82305274649723,13.155784172047639,47.82290717784276
1240,13.155605555475562,47.82304826208995,13.155798921680052,47.822902712381236
1241,13.155620617269982,47.82304376408278,13.155813696770336,47.82289828563429
1242,13.155635671128204,47.82303925345371,13.155828496874951,47.82289389695639
1243,13.155650717918776,47.823034731581174,13.155843320214716,47.82288954368276
1244,13.15566575851138,47.82303019984528,13.155858165007272,47.82288522314391
1245,13.155680793775685,47.82302565962613,13.155873029470277,47.822880932670266
1246,13.15569582458138,47.823021112303856,13.155887911821381,47.82287666959229
1247,13.15571085179813,47.823016559258555,13.155902810278242,47.82287243124046
1248,13.155725876295618,47.82301200187035,13.155917723058504,47.822868214945224
1249,13.155740898943524,47.823007441519366,13.155932648379826,47.82286401803704
1250,13.155755920611517,47.82300287958571,13.155947584459863,47.82285983784638
1251,13.155770942169282,47.82299831744947,13.155962529516255,47.822855671703685
1252,13.155785964486496,47.822993756490824,13.155977481766671,47.82285151693942
1253,13.155800988432825,47.822989198089836,13.155992439428752,47.822847370884055
1254,13.155816014877962,47.822984643626654,13.15600740074949,47.822843230910195
1255,13.155831044691567,47.82298009448136,13.156022364582325,47.82283909526243
1256,13.155846078743338,47.82297555203412,13.156037330351555,47.822834963006066
1257,13.155861117902933,47.822971017665026,13.156052297503678,47.82283083323836
1258,13.155876163040043,47.82296649275421,13.156067265485186,47.82282670505655
1259,13.155891215024333,47.82296197868177,13.156082233742563,47.82282257755784
1260,13.155906274725485,47.82295747682783,13.156097201722327,47.8228184498395
1261,13.155921343013189,47.82295298857255,13.15611216887095,47.82281432099876
1262,13.155936420757104,47.82294851529601,13.156127134634938,47.822810190132856
1263,13.155951508826913,47.822944058378354,13.156142098460782,47.822806056339
1264,13.155966608092294,47.82293961919968,13.156157059794982,47.82280191871446
1265,13.155981719422922,47.82293519914014,13.156172018084025,47.82279777635646
1266,13.155996843688479,47.82293079957983,13.156186972774416,47.822793628362255
1267,13.156011981758642,47.8229264218989,13.156201923313802,47.822789473830916
1268,13.156027134454565,47.82292206740033,13.156216869399387,47.82278531226177
1269,13.156042301746256,47.82291773603439,13.156231811285906,47.822781144048356
1270,13.156057482877957,47.82291342659779,13.156246749303685,47.82277696970541
1271,13.156072677070659,47.822909137850324,13.156261683783024,47.82277278974767
1272,13.156087883545354,47.822904868551774,13.156276615054246,47.82276860468986
1273,13.156103101523028,47.822900617461904,13.156291543447656,47.82276441504674
1274,13.156118330224679,47.82289638334052,13.156306469293572,47.822760221333034
1275,13.156133568871297,47.8228921649474,13.156321392922312,47.82275602406349
1276,13.15614881668387,47.822887961042326,13.156336314664184,47.822751823752824
1277,13.156164072883392,47.82288377038506,13.156351234849504,47.8227476209158
1278,13.156179336690856,47.82287959173541,13.156366153808582,47.82274341606714
1279,13.156194607327256,47.822875423853134,13.15638107187174,47.82273920972159
1280,13.156209884013574,47.822871265498044,13.156395989369281,47.82273500239387
1281,13.156225165970804,47.82286711542986,13.15641090663153,47.82273079459877
1282,13.156240452419942,47.82286297240844,13.15642582398879,47.82272658685097
1283,13.156255742581983,47.8228588351935,13.156440741771382,47.822722379665244
1284,13.15627103567791,47.822854702544845,13.156455660309618,47.822718173556325
1285,13.156286330928724,47.822850573222254,13.156470579933808,47.822713969038944
1286,13.156301627555406,47.82284644598548,13.156485500974274,47.82270976662785
1287,13.15631692477895,47.82284231959434,13.15650042376132,47.822705566837776
1288,13.156332221820351,47.82283819280859,13.156515348625268,47.82270137018348
1289,13.156347517900603,47.822834064388005,13.156530275896424,47.82269717717968
1290,13.15636281224069,47.82282993309238,13.156545205905108,47.822692988341124
1291,13.156378104061607,47.82282579768145,13.156560138981634,47.82268880418256
